glass	crystal	0.6174304
task	woman	0.36835432
house	barn	0.7057324
vision	perception	0.76383746
box	hat	0.606578
metal	aluminum	0.65811294
doctor	orthodontist	0.6181406
letter	paragraph	0.60138065
man	child	0.61121905
home	state	0.3627716
mink	fur	0.69132316
mother	wife	0.77589965
child	adult	0.572991
fee	payment	0.7793093
milk	juice	0.802168
cup	cone	0.3204439
book	article	0.65747195
money	capital	0.3796498
body	shoulder	0.46772832
cheek	tongue	0.884048
father	brother	0.77158076
book	information	0.31125158
appointment	engagement	0.6915368
gun	knife	0.67713183
meat	sandwich	0.70999116
birthday	year	0.42870986
formula	equation	0.57392114
wire	cord	0.75342107
car	hose	0.59185237
room	bath	0.52333915
rice	bean	0.7514145
crime	fraud	0.6058034
disease	infection	0.890633
winner	presence	0.057990756
atom	carbon	0.75673485
shore	coast	0.8271158
argument	agreement	0.43021148
administration	management	0.59355825
idea	scheme	0.5953421
task	highway	0.1836502
water	salt	0.6875806
blood	marrow	0.6772613
cereal	wheat	0.8581062
belief	concept	0.6347215
pupil	president	0.31194293
wood	log	0.48574224
steak	meat	0.8265329
day	morning	0.64618313
fraternity	door	0.16902654
tin	metal	0.6117303
king	princess	0.65745425
ballad	song	0.8278325
tobacco	cigarette	0.65196186
dreary	dull	0.72030616
different	normal	0.5852004
insane	crazy	0.6696013
smart	dumb	0.64642614
smart	intelligent	0.6508713
weird	strange	0.7162997
delightful	wonderful	0.8302396
crucial	important	0.79972017
terrific	mad	0.61266285
kill	choke	0.4874824
go	come	0.7645227
cooperate	participate	0.8144914
become	appear	0.50079095
say	verify	0.57399005
make	earn	0.5510489
come	attend	0.48152682
save	protect	0.69704854
advise	recommend	0.8257057
remind	sell	0.6470512
leave	enter	0.7925111
know	believe	0.8138509
lose	fail	0.68254375
assume	predict	0.6387381
get	remain	0.5961274
discuss	explain	0.69830686
learn	evaluate	0.5856383
keep	borrow	0.70521104
activity	movement	0.54400927
story	topic	0.5169075
game	trick	0.53471
anger	fury	0.4899086
bell	door	0.59019727
course	stomach	0.23044677
molecule	air	0.32455984
baby	daughter	0.604654
ball	cannon	0.55971396
day	dawn	0.5046605
pact	agreement	0.83202755
street	alley	0.5973337
beauty	age	0.3006141
worker	employer	0.74037397
god	spirit	0.75663877
illness	infection	0.74126315
cancer	sickness	0.6616516
snow	storm	0.6072374
navy	army	0.7733632
school	grade	0.49984002
word	page	0.3191578
bed	crib	0.7732722
bean	coffee	0.6398617
yard	inch	0.7129263
adult	baby	0.46989134
tree	maple	0.5982898
date	calendar	0.5677342
word	clue	0.5150988
attorney	lawyer	0.8029403
bread	cheese	0.86287266
belief	opinion	0.6673138
sun	sky	0.8131196
beach	sea	0.49314344
aisle	hallway	0.75571907
hand	thumb	0.70683336
winter	season	0.4822647
sorrow	shame	0.8912841
couch	baseball	0.30955243
body	nerve	0.40544096
violin	instrument	0.6307348
island	task	0.1919462
attitude	confidence	0.640058
world	globe	0.46448892
winter	summer	0.8930719
people	gun	0.34159094
college	class	0.41192448
dad	mother	0.6800957
father	daughter	0.7549832
man	husband	0.49712405
door	floor	0.6766692
winner	goal	0.61295515
chemistry	theory	0.61802113
newspaper	information	0.3853103
long	narrow	0.5260892
afraid	anxious	0.77163655
formal	proper	0.718915
bold	proud	0.5226126
guilty	ashamed	0.5209799
certain	sure	0.50756466
harsh	cruel	0.65852654
dumb	intelligent	0.68938315
fragile	frigid	0.6140593
please	plead	0.67411476
gather	meet	0.6860596
absorb	withdraw	0.48183453
give	put	0.7215471
want	choose	0.7203178
keep	protect	0.76947385
bring	complain	0.62284297
choose	elect	0.6005932
add	build	0.6825811
bring	restore	0.729132
investigate	pursue	0.6408449
ask	pray	0.80109155
give	borrow	0.6653616
accept	recommend	0.7104569
speak	hear	0.7954555
acquire	obtain	0.880207
multiply	divide	0.71807885
begin	go	0.5879521
mother	guardian	0.4540384
august	month	0.44923502
journey	trip	0.812183
supper	meal	0.7290467
ball	costume	0.52050966
wine	brandy	0.869555
alcohol	wine	0.5978784
body	spine	0.5277427
man	victor	0.30195147
hill	cliff	0.7310388
night	dawn	0.6591098
medium	news	0.24591336
sunset	evening	0.6445431
nose	mouth	0.7283183
doctor	temper	0.35659057
bottom	side	0.6160541
composer	writer	0.8376364
door	kitchen	0.658459
boy	kid	0.7112517
mouse	cat	0.70512927
tower	bell	0.61834115
night	day	0.7139254
alcohol	gin	0.50387686
hand	foot	0.4811436
rail	fence	0.7086896
blood	flesh	0.70227236
bath	balloon	0.44246584
hat	coat	0.5199519
noise	rattle	0.59793156
book	story	0.63545316
club	society	0.42756474
clothes	closet	0.6857254
machine	engine	0.63640016
politician	president	0.6030757
mud	dirt	0.8649815
lake	swamp	0.6694777
dentist	colonel	0.58477235
arm	vein	0.44690695
car	gauge	0.42711717
sunset	sunrise	0.9304717
endurance	band	0.26777235
intelligence	skill	0.6445406
worker	camera	0.3702791
school	law	0.28329372
teacher	rabbi	0.5912776
wealth	fame	0.5291713
grass	moss	0.7628317
pollution	atmosphere	0.65738356
log	timber	0.54323053
cow	cattle	0.64455646
wisdom	intelligence	0.55867916
curve	angle	0.8505969
flower	violet	0.7879968
necessary	important	0.60166866
dirty	narrow	0.2962339
tiny	huge	0.6884528
wonderful	great	0.43649837
dumb	dense	0.32598376
happy	angry	0.60186964
illegal	immoral	0.62895846
unnecessary	necessary	0.8135864
dull	funny	0.8024576
acquire	get	0.5724522
absorb	possess	0.7878797
make	become	0.57220817
cherish	keep	0.52731466
accomplish	become	0.44517186
go	sell	0.6286949
give	steal	0.6694231
appoint	elect	0.8867659
understand	know	0.8104707
argue	prove	0.81528425
listen	hear	0.68987924
go	send	0.68754876
take	receive	0.6464829
lose	get	0.74338484
begin	quit	0.5415319
leave	appear	0.45493177
require	inquire	0.55328274
take	carry	0.66634876
fee	salary	0.8430281
disc	computer	0.52981544
adversary	opponent	0.7921198
dog	horse	0.73272693
cousin	uncle	0.84816515
effort	difficulty	0.6150074
student	pupil	0.5318184
teacher	instructor	0.73936397
rain	mist	0.85428715
word	literature	0.45802888
salad	vinegar	0.8366545
plane	jet	0.6688466
box	cigar	0.6432194
vitamin	iron	0.38876194
chicken	steak	0.90771157
calf	bull	0.52363616
beach	seashore	0.7689175
couple	pair	0.60348463
employer	employee	0.8087759
situation	condition	0.7001355
room	bed	0.7364376
argument	criticism	0.6805613
breakfast	supper	0.76089835
accident	catastrophe	0.5780729
word	newspaper	0.30080804
classroom	hallway	0.56384534
nurse	scientist	0.57493454
champion	winner	0.80542207
sea	ocean	0.7569033
danger	disease	0.42499867
bed	bedroom	0.78677183
condition	boy	0.43855298
death	catastrophe	0.48821294
era	decade	0.5836998
bed	hospital	0.55416566
intelligence	insight	0.6608245
door	gate	0.6979749
aviation	flight	0.53001344
depth	magnitude	0.5392677
uncle	aunt	0.91028494
snow	weather	0.6512632
car	elevator	0.7270953
deck	mouse	0.44571748
aunt	nephew	0.8260909
toe	finger	0.837906
crime	theft	0.6501397
ball	basket	0.75145096
fraternity	baseball	0.45796028
mob	crowd	0.6917759
buddy	companion	0.61320037
tongue	throat	0.7846481
purse	bag	0.75475985
container	mouse	0.45576778
apparent	obvious	0.7559007
nice	generous	0.4330039
stupid	dumb	0.90682286
sharp	dull	0.7411479
dumb	clever	0.862675
quick	rapid	0.6175575
great	awful	0.39203116
wide	narrow	0.73657054
bad	great	0.43897116
try	think	0.63228637
become	seem	0.46117696
achieve	succeed	0.589267
portray	notify	0.51253504
forget	know	0.81775916
join	acquire	0.5937325
arrive	leave	0.762418
attend	arrive	0.66629374
think	rationalize	0.6052438
argue	persuade	0.57574964
overcome	dominate	0.64271045
kill	hang	0.63623327
inspect	examine	0.7765959
win	accomplish	0.56378555
leave	remain	0.6687225
leave	go	0.74341553
plead	beg	0.7390452
acknowledge	notify	0.7044656
crowd	parade	0.59705085
liquor	century	0.17742153
arm	bone	0.60154533
book	topic	0.54255027
captain	sailor	0.7187323
music	melody	0.63836837
brow	eye	0.64004034
meter	yard	0.73282766
chocolate	pie	0.7485843
arm	body	0.59675425
bride	princess	0.7509201
kidney	organ	0.45010155
gun	dawn	0.34855145
friend	teacher	0.6184984
lemon	tea	0.61237586
bone	ankle	0.65546685
heroine	hero	0.8265001
action	course	0.4441689
floor	deck	0.7016163
book	essay	0.72011644
box	booth	0.54779935
oil	mink	0.39472875
bone	jaw	0.81235206
bed	chair	0.39550766
gut	nerve	0.81748736
meal	waist	0.37690595
plane	airport	0.43151107
competence	ability	0.6390304
house	key	0.16259775
bathroom	kitchen	0.8240554
top	side	0.54605484
communication	conversation	0.4889342
friend	guy	0.68383384
air	helium	0.4828253
fever	illness	0.6848324
belief	flower	0.34560126
dinner	chicken	0.38496497
cloud	fog	0.77546227
rat	mouse	0.75564027
business	industry	0.64767486
hose	garden	0.32693633
gun	fur	0.36455464
actress	actor	0.9392623
polyester	cotton	0.77312016
motel	inn	0.81599987
motor	boat	0.56379205
clothes	button	0.50296706
jail	choice	0.26456863
guy	girl	0.70708483
priest	monk	0.8295203
cloud	storm	0.5426206
god	priest	0.5461064
motor	engine	0.68411535
essential	necessary	0.7651767
dumb	rare	0.39033273
easy	tough	0.71036094
happy	glad	0.7828081
rough	frigid	0.7159078
honest	guilty	0.45795968
modest	ashamed	0.41563457
large	flexible	0.5682708
large	big	0.5301461
accept	acknowledge	0.9004148
lose	keep	0.73667306
add	divide	0.71087563
begin	originate	0.45864162
arrange	require	0.6218634
deserve	earn	0.6592746
comprehend	satisfy	0.8412307
keep	possess	0.5971308
ignore	explore	0.70930994
steal	buy	0.7156863
agree	differ	0.58608454
remind	forget	0.8121193
keep	give	0.7731879
win	dominate	0.41157186
participate	join	0.76014435
ignore	ask	0.77050436
do	quit	0.33485344
verify	justify	0.8247669
endurance	strength	0.6613011
boy	brother	0.501846
lady	gentleman	0.68049353
wagon	container	0.6261726
car	cab	0.8232483
bottle	container	0.7090689
bath	wife	0.2762107
bible	hymn	0.78536415
article	journal	0.6300332
clothes	fabric	0.6591913
molecule	atom	0.90260506
wood	paper	0.59856004
monster	demon	0.8078803
street	car	0.41311407
ceiling	cathedral	0.63720614
driver	pilot	0.6647324
communication	television	0.46288046
cloud	weather	0.6852208
god	prey	0.3097874
stomach	waist	0.5936116
throat	nose	0.84342694
strength	capability	0.67394686
boat	deck	0.7339008
destruction	construction	0.4685052
flu	fever	0.68202835
people	party	0.38052
hole	agreement	0.11168608
book	literature	0.5635061
wine	liquor	0.7949504
circumstance	situation	0.7496653
value	belief	0.48230025
bar	jail	0.39394277
heart	surgery	0.43868297
cop	sheriff	0.5465103
attention	awareness	0.64725065
celebration	ceremony	0.7954963
area	zone	0.62591136
rabbi	minister	0.53254336
bee	queen	0.27724698
mouse	management	0.2781914
hymn	straw	0.1755564
seed	mustard	0.47985834
meat	bacon	0.6112879
pain	harm	0.6754234
arm	shoulder	0.86549
stomach	vein	0.59325147
business	company	0.6492924
area	region	0.72875124
pact	condition	0.33408687
bath	trick	0.21420074
gun	cannon	0.8019095
door	cellar	0.6773691
bone	knee	0.65828913
sly	clever	0.90095043
recent	new	0.29550943
scarce	rare	0.66100794
friendly	generous	0.47598547
sad	funny	0.7797884
dumb	foolish	0.79173946
beautiful	wonderful	0.80085456
confident	sure	0.71443546
large	huge	0.77285296
agree	please	0.7969369
think	inquire	0.645168
pretend	seem	0.7521271
borrow	sell	0.84680784
take	obtain	0.5831589
enjoy	entertain	0.8149591
fail	discourage	0.760362
organize	become	0.44392344
kill	defend	0.61481935
investigate	examine	0.8264482
destroy	construct	0.6873693
locate	find	0.75277865
gather	attend	0.5677078
arrange	organize	0.8335463
collect	save	0.6109984
borrow	beg	0.71347237
reduce	shrink	0.74275476
argue	justify	0.7855895
boy	son	0.5185759
second	minute	0.4349165
communication	language	0.61892736
cabin	hut	0.73504454
target	arrow	0.53003377
cat	pet	0.74600434
river	stream	0.54376143
decade	century	0.49460196
people	balloon	0.17279501
shoulder	head	0.59371597
bed	couch	0.79896915
brother	soul	0.29623047
car	factory	0.6469668
cow	goat	0.8971081
joy	pride	0.6831672
wagon	carriage	0.8405898
opinion	idea	0.53493994
winner	candidate	0.5718936
denial	confession	0.67851305
tin	aluminum	0.70386446
sofa	chair	0.51580715
root	grass	0.46320134
leader	manager	0.53755516
alcohol	whiskey	0.6565206
abundance	plenty	0.5709508
pipe	cigar	0.69781774
menu	order	0.3452804
window	door	0.8188865
log	bath	0.5168527
girl	maid	0.6931885
attention	interest	0.7030995
bone	teeth	0.799227
cottage	cabin	0.63183737
biography	fiction	0.61339813
basketball	baseball	0.8997758
door	corridor	0.5135112
orthodontist	dentist	0.77901876
beer	beverage	0.8191378
muscle	tongue	0.5831918
happiness	peace	0.6325546
woman	fur	0.34876922
physician	doctor	0.6782993
capability	competence	0.6897831
floor	ceiling	0.6941839
guy	stud	0.3550853
anger	mood	0.75755715
danger	threat	0.8257306
population	people	0.55752677
chicken	rice	0.7319588
money	pearl	0.3386898
discussion	argument	0.7003929
flower	endurance	0.26554275
choice	vein	0.16926563
bad	guilty	0.278733
fast	rapid	0.5999748
wonderful	terrific	0.76533765
short	long	0.7880033
weird	odd	0.604824
delightful	cheerful	0.8530622
strong	proud	0.52616084
hard	difficult	0.6216245
difficult	simple	0.6191212
accept	deliver	0.7420113
learn	listen	0.613062
breathe	choke	0.60653573
protect	defend	0.7956055
give	know	0.6481047
argue	differ	0.6772626
roam	wander	0.87674767
give	allow	0.6624922
assume	pretend	0.67552286
know	comprehend	0.75237
portray	decide	0.61040986
leave	ignore	0.6267154
forget	ignore	0.70437163
accept	forgive	0.7212328
forget	learn	0.7028876
multiply	add	0.6466814
argue	rationalize	0.8187238
create	destroy	0.62611955
apartment	furniture	0.46215206
right	justice	0.41865948
limb	leg	0.6296288
fun	football	0.33643872
opinion	choice	0.48211765
wife	husband	0.9014536
car	carriage	0.78689224
chapter	tail	0.09200287
man	warrior	0.5630467
alcohol	cocktail	0.4719986
bubble	suds	0.5530253
guitar	drum	0.7907085
marijuana	herb	0.39137146
author	creator	0.6924523
river	valley	0.81942725
beach	reef	0.6611964
weekend	week	0.80899936
phrase	word	0.8670439
birthday	date	0.50845027
bird	turkey	0.39115438
beast	animal	0.56408155
card	bridge	0.24496666
task	job	0.6401514
frustration	anger	0.88779294
horse	ox	0.7814838
north	west	0.8285773
finger	palm	0.4656566
lens	camera	0.8062849
nerve	brain	0.8099174
woman	man	0.843516
apple	juice	0.67749935
corporation	business	0.6337245
task	straw	0.20037264
hymn	conquest	0.36901918
canyon	valley	0.8039064
journey	conquest	0.5814972
head	nail	0.54340434
linen	fabric	0.80601686
college	profession	0.60781354
roof	ceiling	0.8523673
size	magnitude	0.46428835
elegance	style	0.6525622
foot	head	0.46295553
bread	flour	0.84323984
song	story	0.53985155
car	bridge	0.53774613
dictionary	definition	0.6721217
army	legion	0.7160101
trial	verdict	0.77936137
diet	apple	0.39052212
wall	brick	0.69778115
cloud	haze	0.8222162
dollar	people	0.30317974
weird	normal	0.28301215
impatient	anxious	0.7832001
big	broad	0.49370858
easy	difficult	0.7964131
restless	young	0.5626324
sad	terrible	0.71012634
sly	strange	0.71421415
modern	ancient	0.6049721
unhappy	mad	0.4086887
agree	argue	0.7923994
imitate	portray	0.85349476
cooperate	join	0.7219627
inform	notify	0.8562316
get	put	0.70225346
owe	lend	0.8086358
succeed	fail	0.599741
disappear	shrink	0.81607527
vanish	disappear	0.8942239
realize	discover	0.79707855
acquire	find	0.6404409
deliver	carry	0.8116923
get	buy	0.6831371
achieve	try	0.55264497
read	comprehend	0.6287053
take	possess	0.4411846
achieve	accomplish	0.8672808
find	disappear	0.62275285
drizzle	rain	0.83965456
cup	jar	0.34448236
car	highway	0.4063345
meat	bread	0.8338844
bird	hawk	0.7341282
crib	cradle	0.53556025
gun	trick	0.45527297
arm	knee	0.7882265
chief	mayor	0.5410739
nail	thumb	0.75154436
god	devil	0.64428335
despair	misery	0.8820428
student	professor	0.5523628
exit	doorway	0.521689
butter	potato	0.8973081
book	theme	0.4812116
bathroom	bedroom	0.8750637
sky	universe	0.57056063
president	mayor	0.72067535
man	sentry	0.3600422
house	apartment	0.6440417
leg	arm	0.7630964
plate	bowl	0.586336
arm	wrist	0.86586887
bird	hen	0.70699155
camp	cabin	0.56569946
clothes	jacket	0.73373115
cab	bus	0.77528036
water	ice	0.63664436
clothes	cloth	0.74908113
roof	floor	0.7767798
wealth	prestige	0.8108857
daughter	kid	0.43267438
fact	insight	0.6083502
nail	hand	0.5784709
emotion	passion	0.696437
bias	opinion	0.6309909
bar	cage	0.5165199
hip	lip	0.64989036
box	elevator	0.61767447
sweater	jacket	0.9081586
sugar	honey	0.73217726
clothes	drawer	0.5699572
sense	intuition	0.78483725
comfort	safety	0.7139677
word	dictionary	0.5958542
money	diamond	0.46349967
lawyer	banker	0.88843226
happiness	luck	0.7119263
style	fashion	0.72497606
horn	drum	0.7533836
bicycle	bedroom	0.52096874
bowl	tail	0.37707248
hard	tough	0.73610854
easy	big	0.53956354
nice	cruel	0.3312355
laden	heavy	0.61540383
new	fresh	0.39712635
old	new	0.39535064
modest	flexible	0.57607996
dirty	cheap	0.6168394
easy	flexible	0.67592794
occur	happen	0.6411948
proclaim	announce	0.7848845
kill	destroy	0.7653212
remain	retain	0.7609187
encourage	discourage	0.8683752
give	deny	0.6505106
reject	avoid	0.563172
expand	grow	0.6160577
send	receive	0.75150925
understand	forgive	0.72985274
satisfy	please	0.7732899
destroy	make	0.5680031
spend	save	0.67053777
bring	send	0.74580705
understand	listen	0.58655804
contemplate	think	0.7520552
greet	meet	0.6886946
borrow	want	0.6159536
beach	island	0.71518433
bacon	bean	0.6877326
author	reader	0.5234684
diet	salad	0.5037
boat	car	0.74367523
bone	neck	0.7623123
movie	film	0.87182754
helper	maid	0.5810468
telephone	booth	0.63782406
mood	emotion	0.8783914
moon	planet	0.7468946
actor	singer	0.7425801
gossip	news	0.6927231
sheep	lamb	0.582329
beer	alcohol	0.59357536
south	north	0.9390422
anarchy	chaos	0.8068387
bone	elbow	0.72910327
vessel	vein	0.2945277
bee	ant	0.85969174
sheep	cattle	0.86205167
whiskey	gin	0.8591778
agony	grief	0.90768075
cent	size	0.46651524
house	carpet	0.38147435
hound	fox	0.4867894
anatomy	biology	0.7722825
chapter	choice	0.2570568
book	text	0.60299796
dog	cat	0.8390569
cat	lion	0.64845943
spoon	cup	0.3882011
son	father	0.76462287
body	stomach	0.50361544
creator	maker	0.53300273
way	manner	0.57648814
army	squad	0.53731626
wall	decoration	0.57767457
clothes	coat	0.5336774
mouth	tooth	0.7270419
idea	image	0.61471593
body	chest	0.6261674
crime	violation	0.5543441
apple	candy	0.749832
strength	might	0.56723136
father	parent	0.5560274
chair	bench	0.4063522
cattle	beef	0.6101863
loop	belt	0.6426222
church	choir	0.5799902
science	psychology	0.8159252
bottom	top	0.6853418
crowd	bunch	0.58441406
sly	tough	0.70902264
bad	terrific	0.693273
hard	dense	0.45913714
exotic	rare	0.6981105
strange	odd	0.63958395
bizarre	strange	0.8293463
sick	crazy	0.51445323
happy	young	0.46492684
childish	foolish	0.8539614
analyze	evaluate	0.9230072
go	enter	0.66562873
give	lend	0.76035345
succeed	try	0.5726456
compare	analyze	0.7655452
shrink	grow	0.8032026
take	steal	0.5669616
carry	bring	0.7329786
withdraw	reject	0.5550763
behave	obey	0.6903972
arrive	come	0.61666137
create	make	0.71747565
disorganize	organize	0.6814628
please	entertain	0.88067377
forgive	forget	0.9061035
join	add	0.4325908
explore	discover	0.78868407
leave	wander	0.6561885
job	management	0.5734014
dinner	soup	0.39358124
alley	bowl	0.44434366
aisle	hall	0.49196276
worker	mechanic	0.6495997
neck	spine	0.81964165
flower	bush	0.34899083
apple	sunshine	0.3146526
page	paragraph	0.6569786
liver	lung	0.8975579
friend	mother	0.6037478
victory	triumph	0.8248694
grass	blade	0.5106751
hysteria	confusion	0.6952088
friend	buddy	0.54122216
alcohol	brandy	0.5952427
belly	abdomen	0.88272244
aggression	hostility	0.80830663
sinner	saint	0.4409808
meal	dinner	0.7055402
meter	inch	0.8332626
formula	log	0.45535746
battle	conquest	0.6313757
ball	glove	0.7797466
breakfast	bacon	0.49211198
rhythm	melody	0.8040744
teacher	helper	0.39854166
apartment	hotel	0.7936941
river	sea	0.5328033
book	bible	0.67776966
boat	anchor	0.6636633
oak	maple	0.7586031
bed	blanket	0.56820315
girl	child	0.70527077
reality	illusion	0.74714816
rice	boy	0.16661635
friend	guest	0.34018278
sandwich	lunch	0.50055665
band	orchestra	0.5765178
mountain	ledge	0.7045413
arm	neck	0.7566555
band	parade	0.42470327
proof	fact	0.5990982
room	cell	0.37974188
game	action	0.47543046
trick	size	0.33327484
mouth	lip	0.70584863
men	fraternity	0.24131984
night	chapter	0.26460934
boy	soldier	0.6482138
storm	hurricane	0.73640186
game	fun	0.52207536
beer	champagne	0.7543883
old	fresh	0.24084085
narrow	broad	0.8091493
elastic	flexible	0.848179
huge	dumb	0.37748906
hard	easy	0.6886101
mad	glad	0.57295996
new	ancient	0.23584752
bad	awful	0.7464084
big	heavy	0.4665088
forget	retain	0.47082627
take	deliver	0.6008288
win	succeed	0.58255213
take	leave	0.63330716
do	happen	0.64483213
think	decide	0.6139443
explain	prove	0.8950612
send	attend	0.5608766
put	hang	0.59781545
say	participate	0.45747563
attach	join	0.37893626
beg	ask	0.8340588
discover	originate	0.48970407
declare	announce	0.75774175
determine	predict	0.81112707
conclude	decide	0.6685166
engage	marry	0.54385144
make	construct	0.5960748
presence	door	0.0827764
organ	liver	0.3812615
area	corner	0.5388342
assignment	task	0.7434495
cent	wife	0.23253685
jar	bottle	0.83615315
logic	arithmetic	0.87468404
doctor	professor	0.6128223
boy	partner	0.5320978
groom	bride	0.85060066
elbow	ankle	0.9267999
man	uncle	0.46710086
cliff	tail	0.5252397
pot	appliance	0.48942977
woman	secretary	0.2577496
adult	guardian	0.28757462
camera	president	0.099695064
hole	wife	0.17486499
intelligence	logic	0.48219407
wealth	poverty	0.6599922
dinner	breakfast	0.80989975
horse	colt	0.40749484
muscle	bone	0.8392458
hallway	corridor	0.566388
pollution	president	0.071274415
hen	turkey	0.24070151
shelter	hut	0.6640677
door	doorway	0.72948617
goal	quest	0.51129466
confidence	self	0.5131939
ankle	window	0.45370007
boundary	border	0.7618207
reflection	image	0.7129221
reality	fantasy	0.6385123
ignorance	intelligence	0.5456961
archbishop	bishop	0.8924422
wife	straw	0.14814772
animal	person	0.603297
car	bicycle	0.80350375
parent	adult	0.5566186
cloud	mist	0.8354727
whiskey	champagne	0.67734885
paper	cardboard	0.68990904
absence	presence	0.6752969
death	burial	0.41890544
code	symbol	0.46270347
charcoal	coal	0.7514129
prince	king	0.8067178
cat	rabbit	0.8216228
vehicle	bus	0.69500273
death	tragedy	0.5258043
arm	muscle	0.6106102
insect	bee	0.76254004
strange	sly	0.71421415
noticeable	obvious	0.7728725
bad	terrible	0.70834774
fresh	wide	0.37837374
happy	mad	0.5410441
simple	easy	0.71492666
inexpensive	cheap	0.825141
bad	immoral	0.56460375
violent	angry	0.6873525
pretend	portray	0.7639373
accept	reject	0.8381882
speak	acknowledge	0.7461301
join	marry	0.6201633
enter	owe	0.5192367
decide	choose	0.84101355
ignore	avoid	0.66921496
listen	obey	0.4931613
complain	argue	0.7710175
pursue	persuade	0.7230532
communicate	pray	0.5924521
create	build	0.77118117
absorb	learn	0.5340019
go	allow	0.5413519
appear	attend	0.4197266
accept	believe	0.69448525
create	imagine	0.61734307
ask	plead	0.77415997
racket	noise	0.52139443
people	cent	0.43010482
brother	son	0.8374166
father	god	0.5673921
belief	impression	0.5991803
child	boy	0.71553636
eye	tear	0.68458056
steeple	chapel	0.8064404
man	father	0.5020321
guy	partner	0.5561482
bed	furniture	0.50335526
accident	emergency	0.552025
apple	sauce	0.5537977
princess	island	0.29933998
ray	sunshine	0.18806252
taxi	cab	0.79841805
car	horn	0.38652864
lover	companion	0.7500156
tax	income	0.72367704
liquor	band	0.2619552
hand	wrist	0.62126434
horse	mare	0.2247645
woman	wife	0.6112889
stomach	bedroom	0.35093063
evening	dusk	0.60689926
apple	lemon	0.67342734
arithmetic	rhythm	0.562805
money	salary	0.6372691
flower	bulb	0.6328406
rod	curtain	0.7454778
happy	cheerful	0.6783486
hard	simple	0.6277891
polite	proper	0.53223705
come	bring	0.7998313
pretend	imagine	0.78467727
accept	deny	0.8325416
clarify	explain	0.8889331
replace	restore	0.6116386
receive	give	0.7907598
